"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0009165","nucleotide biosynthetic process",245,-0.481422008189366,-1.67698389336961,2.81512977339001e-06,0.000406274410477877,0.000365630132529531,3491,"tags=41%, list=16%, signal=35%","68263/56749/26395/27369/11949/66454/110074/20135/68055/80914/110446/56520/56690/67763/319945/67375/66108/14917/22247/270076/17869/52710/237336/66052/66592/70025/14913/11486/23918/18102/17993/21915/74080/66945/269614/66401/223646/72900/107766/70316/235339/11950/11821/66046/11946/226646/21877/68738/60525/11947/109674/71679/66925/56632/19013/66377/225887/67942/66416/68197/28080/11958/69875/269951/107197/66043/11957/66218/57423/67680/67126/12048/67130/11637/70456/66495/75735/214917/78330/68375/66916/75406/14923/595136/66414/68194/69802/17991/228033/106564/17995/104130/66091/67264/68342/67184/66355/68202/230075/54405/407785"
"GO:1901293","nucleoside phosphate biosynthetic process",246,-0.482484473931159,-1.68442937843921,3.87633951186657e-06,0.000546994575563393,0.000492272449354938,3491,"tags=41%, list=16%, signal=35%","68263/56749/26395/27369/11949/66454/110074/20135/68055/80914/110446/56520/56690/67763/72090/319945/67375/66108/14917/22247/270076/17869/52710/237336/66052/66592/70025/14913/11486/23918/18102/17993/21915/74080/66945/269614/66401/223646/72900/107766/70316/235339/11950/11821/66046/11946/226646/21877/68738/60525/11947/109674/71679/66925/56632/19013/66377/225887/67942/66416/68197/28080/11958/69875/269951/107197/66043/11957/66218/57423/67680/67126/12048/67130/11637/70456/66495/75735/214917/78330/68375/66916/75406/14923/595136/66414/68194/69802/17991/228033/106564/17995/104130/66091/67264/68342/67184/66355/68202/230075/54405/407785"
"GO:0071826","protein-RNA complex organization",174,-0.528923825776309,-1.75975011478173,4.36405187650051e-06,0.000602428900343005,0.000542161044336871,3875,"tags=41%, list=17%, signal=34%","54723/28109/19655/53817/16593/76577/231769/78688/66978/14105/67148/276919/27756/57905/23992/53975/229937/20901/20826/67439/19988/20815/67204/55944/448850/72831/67959/59014/68017/68184/21357/20595/69408/268449/20638/20222/67941/74778/69902/78784/30946/67332/53890/66361/100503670/56844/110954/72614/50529/75617/11837/68845/235036/69241/20104/20103/22185/68011/107686/16418/68077/67671/69731/20085/20054/67025/22121/57294/20044/66448/50783/54127"
"GO:0006164","purine nucleotide biosynthetic process",212,-0.50026862812991,-1.73262852525159,5.14808089108423e-06,0.000681048201216351,0.000612915156967024,2182,"tags=35%, list=10%, signal=32%","70025/14913/11486/23918/18102/17993/74080/66945/269614/66401/223646/72900/107766/70316/235339/11950/11821/66046/11946/226646/68738/60525/11947/109674/71679/66925/56632/19013/66377/225887/67942/66416/68197/28080/11958/69875/269951/107197/66043/11957/66218/57423/67680/67126/12048/67130/11637/70456/66495/75735/214917/78330/68375/66916/75406/14923/595136/66414/68194/69802/17991/228033/106564/17995/104130/66091/67264/68342/67184/66355/68202/230075/54405/407785"
"GO:0072522","purine-containing compound biosynthetic process",218,-0.493486706713763,-1.70500741220696,5.10153182088711e-06,0.000681048201216351,0.000612915156967024,2182,"tags=34%, list=10%, signal=31%","70025/14913/11486/23918/18102/17993/74080/66945/269614/66401/223646/72900/107766/70316/235339/11950/11821/66046/11946/226646/68738/60525/11947/109674/71679/66925/56632/19013/66377/225887/67942/66416/68197/28080/11958/69875/269951/107197/66043/11957/66218/57423/67680/67126/12048/67130/11637/70456/66495/75735/214917/78330/68375/66916/75406/14923/595136/66414/68194/69802/17991/228033/106564/17995/104130/66091/67264/68342/67184/66355/68202/230075/54405/407785"
"GO:0022618","protein-RNA complex assembly",165,-0.524907658027123,-1.73416618698473,5.92373785681262e-06,0.000767668069199186,0.000690869448434709,3833,"tags=41%, list=17%, signal=34%","28109/19655/53817/231769/78688/66978/14105/67148/276919/27756/57905/23992/53975/229937/20901/20826/67439/19988/20815/67204/55944/448850/72831/67959/59014/68017/68184/21357/20595/268449/20638/20222/67941/74778/69902/78784/30946/67332/53890/100503670/56844/110954/72614/50529/75617/11837/68845/235036/69241/20104/20103/22185/68011/107686/16418/68077/67671/69731/20085/20054/67025/22121/57294/20044/66448/50783/54127"
"GO:0007006","mitochondrial membrane organization",103,-0.595178874513626,-1.84850048401711,7.54210805530001e-06,0.000957847723023102,0.000862023255415237,3872,"tags=50%, list=17%, signal=42%","56384/68115/67453/22334/78688/66821/73689/69773/71254/67013/12050/29816/17869/22654/606496/234847/11740/69597/12018/230935/68316/51800/66075/56322/53333/66092/66826/52538/19305/30059/103172/380705/12799/56330/214952/56462/107197/58801/68653/12048/68350/67067/30954/12028/11983/224904/66400/216821/67184/30055/12015/67900"
"GO:0006120","mitochondrial electron transport, NADH to ubiquinone",23,-0.828808321986206,-1.91496594480226,1.61133364185453e-05,0.00200626835799534,0.00180555837804504,1750,"tags=61%, list=8%, signal=56%","72900/226646/225887/66416/68197/66218/66383/68375/57320/75406/17995/67264/230075/407785"
"GO:0009150","purine ribonucleotide metabolic process",403,-0.403649187144915,-1.46235250033033,2.15675971250609e-05,0.00263373541815648,0.0023702527285821,2182,"tags=34%, list=10%, signal=31%","83429/14635/68263/26395/11949/67420/16434/66454/68055/20916/110446/56520/12012/270166/56690/66108/19052/14917/216963/110959/270076/17869/331623/216019/66052/213484/56362/50721/11931/110119/56012/66592/70025/18770/11486/23918/18102/353204/17993/67414/66945/269614/12257/66401/15378/72900/102247/52538/70316/18642/103988/19193/235339/15356/11950/11821/66046/11946/226646/68738/60525/11947/93685/109674/71679/319801/66925/56632/19013/66377/16969/225887/67942/66416/68197/74246/56327/74167/56409/28080/68603/11958/69875/50773/21428/56451/243853/13808/107197/66043/15254/11957/66218/57423/67680/66437/67126/12048/73724/67130/11637/230163/70456/66495/75735/214917/78330/192156/68375/227731/66916/11983/75406/14923/595136/66414/68194/16418/69802/17991/228033/106564/17995/104130/16548/17855/66091/67264/68342/67184/66355/68202/230075/54405/407785/12015"
"GO:0000375","RNA splicing, via transesterification reactions",267,-0.456225550073517,-1.60310544833083,2.40209781462263e-05,0.00277333111324613,0.00249588306901173,4608,"tags=41%, list=21%, signal=33%","54614/234723/12261/67996/67684/22184/66880/384569/22668/20643/69305/56335/66810/27886/69878/382073/68183/56215/66055/229279/69562/54723/67836/68092/19655/53817/24010/231769/78688/15381/66978/14105/60532/276919/72000/27756/57905/72886/66125/13992/72935/53975/67197/231889/70567/12696/68278/20384/20901/230596/19826/20826/67439/69192/19704/68693/20815/192170/67959/67678/380773/20595/69408/233073/245945/78651/20638/236732/68816/74351/15388/20222/69942/76938/77411/19656/20637/83703/78784/109095/67332/76793/16969/66441/76167/53890/17149/20220/72002/20227/56844/22380/70248/66094/60365/20918/107817/66177/76522/22185/67031/68011/107686/108014/69731/70312/229700/78372/50783"
"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",267,-0.456225550073517,-1.60310544833083,2.40209781462263e-05,0.00277333111324613,0.00249588306901173,4608,"tags=41%, list=21%, signal=33%","54614/234723/12261/67996/67684/22184/66880/384569/22668/20643/69305/56335/66810/27886/69878/382073/68183/56215/66055/229279/69562/54723/67836/68092/19655/53817/24010/231769/78688/15381/66978/14105/60532/276919/72000/27756/57905/72886/66125/13992/72935/53975/67197/231889/70567/12696/68278/20384/20901/230596/19826/20826/67439/69192/19704/68693/20815/192170/67959/67678/380773/20595/69408/233073/245945/78651/20638/236732/68816/74351/15388/20222/69942/76938/77411/19656/20637/83703/78784/109095/67332/76793/16969/66441/76167/53890/17149/20220/72002/20227/56844/22380/70248/66094/60365/20918/107817/66177/76522/22185/67031/68011/107686/108014/69731/70312/229700/78372/50783"
"GO:0000398","mRNA splicing, via spliceosome",267,-0.456225550073517,-1.60310544833083,2.40209781462263e-05,0.00277333111324613,0.00249588306901173,4608,"tags=41%, list=21%, signal=33%","54614/234723/12261/67996/67684/22184/66880/384569/22668/20643/69305/56335/66810/27886/69878/382073/68183/56215/66055/229279/69562/54723/67836/68092/19655/53817/24010/231769/78688/15381/66978/14105/60532/276919/72000/27756/57905/72886/66125/13992/72935/53975/67197/231889/70567/12696/68278/20384/20901/230596/19826/20826/67439/69192/19704/68693/20815/192170/67959/67678/380773/20595/69408/233073/245945/78651/20638/236732/68816/74351/15388/20222/69942/76938/77411/19656/20637/83703/78784/109095/67332/76793/16969/66441/76167/53890/17149/20220/72002/20227/56844/22380/70248/66094/60365/20918/107817/66177/76522/22185/67031/68011/107686/108014/69731/70312/229700/78372/50783"
"GO:0046390","ribose phosphate biosynthetic process",200,-0.490416126912815,-1.68667739330256,2.50841390641948e-05,0.0028443621974578,0.00255980810111868,2182,"tags=34%, list=10%, signal=31%","70025/11486/23918/18102/17993/66945/269614/66401/72900/70316/235339/11950/11821/66046/11946/226646/68738/60525/11947/109674/71679/66925/56632/19013/66377/225887/67942/66416/68197/28080/11958/69875/107197/66043/11957/66218/57423/67680/67126/12048/67130/11637/70456/66495/75735/214917/78330/68375/66916/75406/14923/595136/66414/68194/69802/17991/228033/106564/17995/104130/66091/67264/68342/67184/66355/68202/230075/54405/407785"
"GO:0006935","chemotaxis",438,0.620112980573135,1.73414180149322,2.98306551608564e-05,0.00331027426533106,0.00297910965378903,3531,"tags=34%, list=16%, signal=29%","20210/12771/14725/56221/11689/20307/20292/14747/20564/12772/14131/14205/13618/13614/12273/14182/20296/27226/14173/12978/20308/23832/12778/14268/70839/18213/30955/16414/20356/20563/59289/109700/245195/18761/58861/21825/12977/243743/17101/18003/238130/268902/17390/56744/12267/16952/321019/13805/15370/319476/18591/277360/12554/214968/12768/21930/19271/19252/108151/232341/105855/19876/19204/26903/14178/14158/16542/22253/22329/11501/80901/18606/17295/19141/63873/16410/20201/21844/17250/17395/105689/18711/252837/76763/14164/16803/18810/20349/16005/11600/50930/14068/13616/12986/28240/18578/20306/12773/18187/15200/72349/14388/13617/12182/16971/12766/105722/16170/18760/76527/20254/20963/19353/12168/18596/18133/238871/118453/14165/20357/20304/18208/117149/13123/16948/18750/17925/94176/17524/20346/23892/57342/22418/19354/15234/107338/20293/57257/13052/20583/20202/53416/11820/16590/98365/16985/53357/65079/20354/11487"
"GO:0009259","ribonucleotide metabolic process",422,-0.402246876150785,-1.44910503439482,3.02355759668034e-05,0.00331027426533106,0.00297910965378903,3501,"tags=33%, list=16%, signal=29%","83429/14635/68263/56749/26395/11949/67420/16434/66454/68055/80914/20916/110446/56520/12012/270166/56690/66108/19052/14917/216963/110959/22247/270076/17869/331623/216019/66052/213484/56362/50721/11931/110119/56012/66592/76654/70025/18770/11486/23918/18102/353204/17993/67414/66945/269614/12257/66401/15378/72900/102247/52538/70316/18642/103988/19193/235339/15356/11950/11821/66046/11946/226646/68738/60525/11947/93685/109674/71679/319801/66925/56632/19013/66377/16969/225887/67942/66416/68197/74246/56327/74167/56409/28080/68603/11958/69875/50773/21428/56451/243853/13808/107197/66043/15254/11957/66218/57423/67680/66437/67126/12048/73724/67130/11637/230163/70456/66495/75735/214917/78330/192156/68375/227731/66916/11983/103149/75406/14923/595136/66414/68194/16418/69802/17991/228033/106564/17995/104130/16548/17855/66091/67264/68342/67184/66355/68202/230075/54405/407785/12015"
"GO:0070585","protein localization to mitochondrion",99,-0.575829345706766,-1.76872000560631,5.16424663764558e-05,0.00550192690541257,0.00495150620298133,3399,"tags=44%, list=15%, signal=38%","66821/93757/69773/66865/381038/66148/26926/66449/66541/606496/67384/56044/21855/67952/56322/53333/11651/53600/12257/170770/30059/14232/52838/66169/12017/69821/11632/21856/56330/66825/21854/56462/58801/17713/641376/68653/66437/68512/67067/12028/11983/67184/30055/72170"
"GO:0042330","taxis",440,0.619456509799339,1.73141981526896,5.19867109172842e-05,0.00550192690541257,0.00495150620298133,3531,"tags=34%, list=16%, signal=29%","20210/12771/14725/56221/11689/20307/20292/14747/20564/12772/14131/14205/13618/13614/12273/14182/20296/27226/14173/12978/20308/23832/12778/14268/70839/18213/30955/16414/20356/20563/59289/109700/245195/18761/58861/21825/12977/243743/17101/18003/238130/268902/17390/56744/12267/16952/321019/13805/15370/319476/18591/277360/12554/214968/12768/21930/19271/19252/108151/232341/105855/19876/19204/26903/14178/14158/16542/22253/22329/11501/80901/18606/17295/19141/63873/16410/20201/21844/17250/17395/105689/18711/252837/76763/14164/16803/18810/20349/16005/11600/50930/14068/13616/12986/28240/18578/20306/12773/18187/15200/72349/14388/13617/12182/16971/12766/105722/16170/18760/76527/20254/20963/19353/12168/18596/18133/238871/118453/14165/20357/20304/18208/117149/13123/16948/18750/17925/94176/17524/20346/23892/57342/22418/19354/15234/107338/20293/57257/13052/20583/20202/53416/11820/16590/98365/16985/53357/65079/20354/11487"
"GO:1901342","regulation of vasculature development",304,0.656365392946038,1.79887777852379,5.62463968185692e-05,0.00585515770160515,0.00526939928089754,2580,"tags=31%, list=12%, signal=27%","18054/12771/12266/56221/11689/246707/20292/20317/12772/21826/101401/11489/23876/14205/11504/240725/13179/12273/12490/20296/14173/21808/20692/192187/19223/12394/30955/16414/20356/13601/19317/58861/21825/12274/18211/70086/12267/13805/53614/18015/21813/18576/21872/381290/23797/69219/241556/320924/114715/16451/232341/93759/70097/30944/16412/76905/16542/240185/20848/19016/104709/13058/19274/16175/80898/243362/216805/20866/17395/14164/20349/17300/142980/21812/12189/243912/14388/67784/18751/15245/12766/13078/14645/18854/18760/320910/238328/15402/73230/74769/12827/15586/18127"
"GO:0006626","protein targeting to mitochondrion",73,-0.620369225707345,-1.80174181265307,6.4059181388424e-05,0.00656090002929826,0.00590453812831501,3278,"tags=47%, list=15%, signal=40%","93757/69773/66865/381038/66148/26926/66449/66541/606496/67384/21855/67952/56322/53333/53600/30059/52838/66169/69821/11632/21856/56330/21854/56462/17713/641376/68653/66437/68512/67067/11983/67184/30055/72170"
"GO:0045765","regulation of angiogenesis",297,0.660699717539113,1.80498390691314,7.62795828768707e-05,0.00768849763917665,0.00691932924709325,2580,"tags=31%, list=12%, signal=28%","18054/12771/12266/56221/11689/246707/20292/20317/12772/21826/101401/11489/23876/14205/11504/240725/13179/12273/12490/20296/14173/21808/20692/192187/19223/12394/30955/16414/20356/13601/19317/58861/21825/12274/18211/70086/12267/13805/53614/18015/21813/18576/21872/381290/23797/69219/241556/320924/114715/16451/232341/93759/70097/30944/16412/76905/16542/240185/20848/19016/104709/13058/19274/16175/80898/243362/216805/20866/17395/14164/20349/17300/142980/12189/243912/14388/67784/18751/15245/12766/13078/14645/18854/18760/320910/238328/15402/73230/74769/12827/15586/18127"
"GO:0009451","RNA modification",151,-0.508256207608192,-1.66214310136761,7.89732190654891e-05,0.007835624079154,0.00705173694583126,4132,"tags=45%, list=18%, signal=37%","56335/108943/106707/66628/67838/68291/228866/15381/52575/60532/70359/67148/20226/72341/69113/100609/60507/100929/72181/100087/67011/268420/74157/70153/98685/233189/67493/69606/67384/66138/66246/78895/233802/68017/54351/234734/328162/245945/68260/68730/11811/69865/329504/66966/11651/68327/212528/69372/217038/101122/66965/14113/57773/15108/52530/109095/271842/56361/68205/224907/231803/15384/68147/14791/230734/107817/66181/229700"
"GO:0072655","establishment of protein localization to mitochondrion",90,-0.59250485103637,-1.79760324445078,0.000100192351998915,0.00978802207989401,0.00880881423485198,3399,"tags=46%, list=15%, signal=39%","66821/93757/69773/66865/381038/66148/26926/66449/66541/606496/67384/56044/21855/67952/56322/53333/11651/53600/12257/170770/30059/52838/66169/69821/11632/21856/56330/21854/56462/58801/17713/641376/68653/66437/68512/67067/12028/11983/67184/30055/72170"
"GO:0000272","polysaccharide catabolic process",27,0.914985004142924,1.94711141461553,0.000140677096800549,0.0135348418891437,0.0121807967867652,302,"tags=11%, list=1%, signal=11%","12655/110095/271639"
"GO:0060326","cell chemotaxis",315,0.638244557213873,1.75573546418901,0.00014281198180024,0.0135351654392765,0.0121810879684761,3396,"tags=36%, list=15%, signal=31%","20210/12771/56221/11689/20307/20292/14747/12772/14131/14205/13618/13614/12273/14182/20296/27226/14173/12978/20308/23832/12778/16414/20356/20563/59289/109700/245195/18761/21825/12977/17101/18003/238130/17390/56744/12267/16952/321019/13805/15370/18591/277360/12768/21930/19271/19252/232341/105855/26903/16542/22329/11501/80901/18606/17295/19141/63873/20201/21844/17250/17395/18711/252837/76763/14164/16803/18810/50930/14068/13616/12986/28240/18578/20306/12773/15200/14388/13617/12182/12766/105722/16170/18760/76527/20254/20963/19353/18596/18133/238871/118453/20304/117149/13123/16948/18750/17925/17524/23892/57342/22418/19354/15234/107338/20293/57257/13052/20583/20202/53416/11820/16590"
"GO:0042060","wound healing",362,0.621160332316763,1.71724257224767,0.000164806127078421,0.0153899839257055,0.0138503477385255,2760,"tags=31%, list=12%, signal=28%","100503895/11687/14058/14067/74145/17312/11689/246707/16000/12772/18791/18436/12258/19091/22402/12505/20296/18214/14173/12389/14268/12491/226101/70839/21824/18441/56745/22371/18761/16420/20443/18173/21825/12495/19128/17101/14114/192176/18988/235505/14069/109620/16952/12825/13805/18015/11891/18591/26362/18129/77579/20720/20910/107589/20344/76499/19271/14726/320712/231532/14062/56193/11752/17289/26903/16412/106722/12737/218952/76905/16542/19016/70945/14026/64817/16452/12831/16175/72828/67916/11774/19041/14164/18810/73379/224794/14068/15442/11426/15200/14042/56717/230103/260299/22003/105722/12173/17882/14460/56363/20963/66395/74769/13844/20277/18792/17886/15567/14165/21898/13518/18793/12740/12306"
"GO:0044743","protein transmembrane import into intracellular organelle",35,-0.74006583666446,-1.86462471149536,0.000171769703419603,0.0158077915465867,0.0142263572824565,2803,"tags=54%, list=13%, signal=48%","66148/26926/66449/21855/67952/58869/53333/53600/19305/52838/66169/224824/21856/21854/17713/641376/67067/668173/72170"
"GO:0019693","ribose phosphate metabolic process",436,-0.384272026270863,-1.39180170529987,0.000179949424281587,0.0163239834884011,0.0146909086379659,3501,"tags=33%, list=16%, signal=29%","83429/14635/68263/56749/26395/11949/67420/16434/66454/68055/80914/20916/110446/56520/12012/270166/56690/67763/66108/19052/14917/216963/110959/22247/270076/17869/331623/216019/66052/213484/56362/50721/11931/110119/56012/66592/76654/70025/18770/11486/23918/18102/353204/17993/67414/66945/269614/12257/66401/15378/72900/102247/52538/19895/70316/18642/103988/19193/235339/15356/11950/11821/66046/11946/226646/74637/68738/60525/11947/93685/109674/71679/319801/66925/56632/19013/66377/16969/225887/67942/66174/66416/68197/74246/56327/74167/56409/28080/68603/11958/69875/50773/21428/56451/243853/13808/107197/66043/15254/11957/66218/57423/67680/66437/67126/12048/73724/67130/11637/230163/70456/66495/75735/214917/78330/192156/68375/227731/66916/11983/103149/75406/14923/595136/66414/68194/16418/69802/17991/228033/106564/17995/104130/16548/17855/66091/67264/68342/67184/66355/68202/230075/54405/407785/12015"
"GO:0030490","maturation of SSU-rRNA",47,-0.688574341267516,-1.82023722587142,0.000188199933654374,0.0168319658972574,0.0151480717540341,2633,"tags=40%, list=12%, signal=36%","20826/68979/224823/59014/78581/53414/13871/78651/68327/108707/30946/67619/70078/65961/20055/20116/20085/66481/54127"
"GO:0002883","regulation of hypersensitivity",24,0.897895851928246,1.8662874895,0.000226954950795489,0.0197419717472788,0.0177669564220434,191,"tags=17%, list=1%, signal=17%","12266/14125/14130/14131"
"GO:0006909","phagocytosis",224,0.669703153672648,1.80626088665811,0.00022639803336213,0.0197419717472788,0.0177669564220434,3330,"tags=38%, list=15%, signal=33%","69165/11687/276891/12266/140792/12772/14130/14131/20296/18636/11450/12491/16414/17921/18173/51795/21825/19128/19376/17101/110794/226421/16952/11891/26362/217303/104759/19271/16423/106572/72993/14191/11303/223593/17289/105855/18439/16168/214585/26903/140580/16412/66205/19016/19261/17295/171283/16410/18711/16803/16185/246746/16408/74998/20778/75415/19264/18706/225471/227753/24088/16971/72392/105722/228787/20963/14129/19353/17886/21898/229227/70417/15162/20288/19882/16846/330662/94176/18784/17304/13430/72519/381560/224840/23790/234779"
"GO:0170036","import into the mitochondrion",49,-0.663719551834064,-1.77386328991167,0.000305409674134631,0.0262074517669582,0.0235856204961154,2967,"tags=47%, list=13%, signal=41%","208638/230810/66148/66449/69597/21855/67952/22117/53333/11651/53600/52838/66169/21856/94279/21854/67681/17713/641376/246696/67067/68066/69029"
"GO:0017004","cytochrome complex assembly",36,-0.732406806008281,-1.84737686024175,0.000320225240424186,0.0271124036892477,0.0244000397229881,1931,"tags=44%, list=9%, signal=41%","70383/66278/13057/52892/214489/67267/107197/20930/68033/15159/100503890/52469/70207/66487/67892/66379"
"GO:0030100","regulation of endocytosis",316,0.594811618294146,1.63661359687536,0.000359437731445908,0.0300319683510726,0.0270275269254825,2582,"tags=26%, list=12%, signal=23%","69165/11687/12266/20379/14725/30878/13132/14130/14131/14734/22041/20296/18636/12389/20617/11450/12491/52906/268379/77057/18173/19128/11305/13429/72685/218038/20616/11891/12554/26362/217303/72238/269774/19271/16423/106572/72993/14191/17289/105855/19063/16168/17999/26903/16412/19016/75786/108800/50873/19261/16410/215114/71435/11838/11813/192199/16803/16185/246746/11600/71770/18806/17957/12402/20778/98878/19264/11812/12759/24088/12121/11736/23969/16971/105722/13193/20963/78771/140780/14129/104015/17886"
"GO:1901028","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway",21,-0.800552137183238,-1.83379984953561,0.00038779965396332,0.0319808805541179,0.0287814671410371,2911,"tags=62%, list=13%, signal=54%","29816/22654/606496/11740/12018/51800/52538/103172/380705/12048/68350/30954/11983"
"GO:0098739","import across plasma membrane",206,0.673532992658258,1.79905272603983,0.000400480072906373,0.032603185422506,0.0293415157329109,2858,"tags=31%, list=13%, signal=27%","11846/16517/11988/14725/232975/56485/384783/50934/18436/14081/26457/12389/12491/16523/12290/246049/20271/20928/21825/105727/72401/106957/69354/331004/98660/20512/20498/232341/12289/56543/16412/20541/215113/11932/64177/14360/18216/63873/17250/107723/227059/65221/28240/19736/57138/12288/270028/12482/20544/20276/12286/16819/18627/18174/76376/14580/20277/20502/74051/19122/13383/108072/19057"
"GO:0000028","ribosomal small subunit assembly",17,-0.839740127720672,-1.82199149194612,0.000411481274306514,0.0330747606562831,0.0297659139002007,1583,"tags=71%, list=7%, signal=66%","67941/74778/30946/50529/75617/20104/20103/20085/20054/57294/20044/54127"
"GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c",12,-0.901206717108599,-1.79041074865464,0.000440167568562616,0.0348788864158551,0.0313895523168963,1400,"tags=75%, list=6%, signal=70%","66694/22273/107197/67530/66576/66445/22272/66152/66594"
"GO:0006839","mitochondrial transport",170,-0.474218000200204,-1.57141620658582,0.000444911779477836,0.0348788864158551,0.0313895523168963,3872,"tags=42%, list=17%, signal=35%","56384/68115/18674/53375/67453/22334/78688/94282/73689/208638/69773/71254/12050/230810/29816/66148/74610/26926/66449/22654/606496/234847/11740/69597/12018/21855/67952/22117/51800/56322/53333/66092/11651/53600/52538/30059/103172/380705/52838/66169/12799/66154/21856/56330/214952/94279/21854/56462/67681/214663/58801/57279/17713/641376/68653/12048/246696/68350/70456/67067/30954/12028/68066/11983/12971/66400/67184/30055/72170/12015/69029"
"GO:1903320","regulation of protein modification by small protein conjugation or removal",235,-0.430645436057293,-1.49135308843787,0.000466690033470292,0.0357045989462211,0.0321326593748918,2971,"tags=29%, list=13%, signal=25%","15183/228775/70315/83945/106052/606496/192656/56150/12070/12042/108705/229615/75826/671535/80280/56812/12069/11799/233805/13205/56310/56486/11651/12257/67313/76273/56289/68767/233900/84506/107995/332110/59004/192653/13163/56438/209011/100503670/12568/66647/66245/105193/70369/66915/18817/20115/68350/12005/225896/17846/57320/15353/22185/69216/20439/65019/19716/20677/68077/27050/230738/67025/56371/14184/16898/78246/56424/77891"
"GO:0006163","purine nucleotide metabolic process",487,-0.368143680060663,-1.34601313700608,0.000463932055563968,0.0357045989462211,0.0321326593748918,2182,"tags=33%, list=10%, signal=31%","83429/14635/68263/26395/27369/11949/67420/12409/16434/66454/68055/20916/110446/56520/12012/270166/56690/333433/67763/67375/66108/19052/14917/216963/110959/270076/17869/331623/15926/76055/216019/66052/213484/56362/50721/11931/110119/56012/66592/70025/18770/66171/14913/11486/23918/18102/353204/17993/74080/67414/66945/269614/12257/66401/223646/15378/72900/107766/170718/102247/52538/19895/70316/18642/103988/19193/26914/235339/15356/11950/11821/66046/17449/11946/226646/74637/68738/381101/60525/11947/93685/50493/109674/71679/319801/66925/56632/54683/19013/66377/16969/225887/67942/66416/68197/74246/56327/74167/56409/28080/68603/11958/69875/269951/50773/21428/56451/243853/13808/107197/107747/66043/15254/11957/66218/57423/14149/67680/66437/67126/56857/12048/73724/67130/11637/230163/70456/66495/75735/214917/78330/192156/68375/227731/66916/11983/75406/14148/14923/595136/66414/68194/16418/69802/17991/228033/106564/17995/104130/16548/17855/67880/66091/67264/68342/67184/66355/68202/230075/54405/407785/12015"
"GO:0043062","extracellular structure organization",324,0.60229501360312,1.65762157780714,0.000481375139852175,0.0363896683102537,0.0327491934117476,3566,"tags=39%, list=16%, signal=33%","12818/67896/213945/18073/17181/101401/58223/23876/23794/11504/72043/216725/240725/17392/14758/18214/50706/21808/240047/12389/14268/12819/241226/226519/20356/399558/219151/239337/94214/271127/14114/16949/15117/53867/17390/12825/16773/330119/16777/13805/11568/53614/18015/56429/12843/12832/17389/18383/15530/56401/76499/16950/12842/14726/320712/21960/241327/268396/233332/17880/69675/16412/11977/12833/19016/77739/382864/18858/23948/69538/14086/12831/223838/17128/229595/12390/20724/17395/76293/226089/234356/17300/12822/407800/21812/18451/14042/67573/18826/74199/320078/108154/13078/94352/50527/11787/12826/12827/14580/64075/246228/268780/118453/12306/21810/19645/16948/13040/76707/14230/12837/21938/56348/23892/71914/12830/240322/279028/12814/12828/58859/11820/16578/106042/11804/108075/100952"
"GO:0008535","respiratory chain complex IV assembly",27,-0.752847213594939,-1.79690326317422,0.000514015557499971,0.0383999857661743,0.0345583958101219,1931,"tags=59%, list=9%, signal=54%","68020/12856/76178/67453/66821/70383/66278/52892/20930/68033/100503890/52469/70207/66487/67892/66379"
"GO:0007611","learning or memory",321,0.578198203305218,1.59197491197705,0.00057429913217568,0.0424046452245996,0.038162423360854,3939,"tags=41%, list=18%, signal=35%","232975/20292/16000/20317/21336/18189/14168/241226/108012/18430/64378/12290/20393/12227/11980/109880/110876/18003/94109/66797/14829/320974/50876/234593/14667/18211/114142/432530/12801/15194/16777/16497/218038/18015/18212/19088/20614/17754/98660/21960/19224/232370/22353/11548/58800/19063/214585/16412/66860/20203/75786/12647/212937/50873/19141/18216/64930/17536/17762/53324/29813/214162/11838/64085/15572/20528/329165/195018/12846/72108/104111/57138/11441/56717/12288/16536/17159/24088/432572/19283/16819/21337/12667/18174/353342/76376/13844/12914/328572/104015/238871/15567/18198/13123/19122/60597/17260/63985/18750/77596/26570/108073/242202/106763/58234/19225/240057/320127/224938/13853/13653/12038/14799/11820/16590/23821/259277/223921/18163/15251/17967/53357/53418/73181/20897/13051/56469/225872/231380/20238/21983/13649/14402"
"GO:1901071","glucosamine-containing compound metabolic process",25,0.890114612041901,1.85767189103561,0.000608460348411989,0.0439651440898958,0.0395668076691329,1,"tags=4%, list=0%, signal=4%","12655"
"GO:0033617","mitochondrial cytochrome c oxidase assembly",23,-0.760977359537554,-1.75824215276667,0.000609280736993832,0.0439651440898958,0.0395668076691329,1709,"tags=65%, list=8%, signal=60%","66359/66272/68020/12856/76178/66821/66278/52892/20930/68033/100503890/52469/70207/66487/66379"
