Gene stable ID	Mouse gene stable ID
MGP_BALBcJ_G0019458	ENSMUSG00000025137
MGP_BALBcJ_G0037937	ENSMUSG00000089562
MGP_BALBcJ_G0029722	ENSMUSG00000029413
MGP_BALBcJ_G0009381	ENSMUSG00000099136
MGP_BALBcJ_G0007023	ENSMUSG00000099869
MGP_BALBcJ_G0023500	ENSMUSG00000042099
MGP_BALBcJ_G0015767	ENSMUSG00000046101
MGP_BALBcJ_G0004394	
MGP_BALBcJ_G0007988	ENSMUSG00000065438
MGP_BALBcJ_G0029279	ENSMUSG00000028864
MGP_BALBcJ_G0022891	
MGP_BALBcJ_G0036593	ENSMUSG00000089208
MGP_BALBcJ_G0038052	ENSMUSG00000093999
MGP_BALBcJ_G0035099	ENSMUSG00000095654
MGP_BALBcJ_G0006616	ENSMUSG00000100557
MGP_BALBcJ_G0034329	ENSMUSG00000031932
MGP_BALBcJ_G0032645	ENSMUSG00000109659
MGP_BALBcJ_G0000390	
MGP_BALBcJ_G0005891	ENSMUSG00000085975
MGP_BALBcJ_G0006368	ENSMUSG00000086339
MGP_BALBcJ_G0036364	
MGP_BALBcJ_G0026137	ENSMUSG00000027223
MGP_BALBcJ_G0001330	
MGP_BALBcJ_G0010032	
MGP_BALBcJ_G0004932	ENSMUSG00000097014
MGP_BALBcJ_G0025871	ENSMUSG00000034101
MGP_BALBcJ_G0013998	
MGP_BALBcJ_G0025205	ENSMUSG00000044948
MGP_BALBcJ_G0034183	ENSMUSG00000046714
MGP_BALBcJ_G0021103	ENSMUSG00000078127
MGP_BALBcJ_G0019432	ENSMUSG00000039781
MGP_BALBcJ_G0036647	ENSMUSG00000088537
MGP_BALBcJ_G0028307	ENSMUSG00000050812
MGP_BALBcJ_G0003287	
MGP_BALBcJ_G0002725	
MGP_BALBcJ_G0024311	ENSMUSG00000103749
MGP_BALBcJ_G0032716	ENSMUSG00000056782
MGP_BALBcJ_G0019575	ENSMUSG00000062563
MGP_BALBcJ_G0028698	ENSMUSG00000032890
MGP_BALBcJ_G0017457	ENSMUSG00000061589
MGP_BALBcJ_G0028797	ENSMUSG00000040928
MGP_BALBcJ_G0007853	ENSMUSG00000098774
MGP_BALBcJ_G0008732	ENSMUSG00000099070
MGP_BALBcJ_G0003171	
MGP_BALBcJ_G0010941	
MGP_BALBcJ_G0034821	ENSMUSG00000032324
MGP_BALBcJ_G0008872	ENSMUSG00000092928
MGP_BALBcJ_G0019430	ENSMUSG00000025372
MGP_BALBcJ_G0009189	ENSMUSG00000065596
MGP_BALBcJ_G0000179	
MGP_BALBcJ_G0004676	
MGP_BALBcJ_G0030034	ENSMUSG00000029472
MGP_BALBcJ_G0020039	ENSMUSG00000048251
MGP_BALBcJ_G0013939	
MGP_BALBcJ_G0033599	ENSMUSG00000038206
MGP_BALBcJ_G0028787	ENSMUSG00000028796
MGP_BALBcJ_G0012906	
MGP_BALBcJ_G0008818	ENSMUSG00000092939
MGP_BALBcJ_G0014797	
MGP_BALBcJ_G0010422	
MGP_BALBcJ_G0031351	ENSMUSG00000032899
MGP_BALBcJ_G0026441	ENSMUSG00000027375
MGP_BALBcJ_G0017959	ENSMUSG00000004393
MGP_BALBcJ_G0016301	ENSMUSG00000026335
MGP_BALBcJ_G0002144	
MGP_BALBcJ_G0031747	ENSMUSG00000052214
MGP_BALBcJ_G0021686	
MGP_BALBcJ_G0017098	ENSMUSG00000038522
MGP_BALBcJ_G0011004	
MGP_BALBcJ_G0017212	ENSMUSG00000020097
MGP_BALBcJ_G0039807	
MGP_BALBcJ_G0010472	
MGP_BALBcJ_G0002339	
MGP_BALBcJ_G0001871	
MGP_BALBcJ_G0023112	ENSMUSG00000014426
MGP_BALBcJ_G0037807	ENSMUSG00000095701
MGP_BALBcJ_G0006811	ENSMUSG00000106338
MGP_BALBcJ_G0020678	ENSMUSG00000058246
MGP_BALBcJ_G0031679	ENSMUSG00000030376
MGP_BALBcJ_G0007190	ENSMUSG00000108468
MGP_BALBcJ_G0016629	ENSMUSG00000026573
MGP_BALBcJ_G0032419	ENSMUSG00000025586
MGP_BALBcJ_G0006858	ENSMUSG00000107387
MGP_BALBcJ_G0025100	ENSMUSG00000035049
MGP_BALBcJ_G0003104	
MGP_BALBcJ_G0035577	ENSMUSG00000095316
MGP_BALBcJ_G0035013	ENSMUSG00000042487
MGP_BALBcJ_G0009380	ENSMUSG00000098394
MGP_BALBcJ_G0002061	
MGP_BALBcJ_G0038491	ENSMUSG00000088412
MGP_BALBcJ_G0038742	ENSMUSG00000077408
MGP_BALBcJ_G0021112	ENSMUSG00000072625
MGP_BALBcJ_G0015959	ENSMUSG00000099913
MGP_BALBcJ_G0005892	ENSMUSG00000086603
MGP_BALBcJ_G0028082	ENSMUSG00000045854
MGP_BALBcJ_G0035957	ENSMUSG00000031330
MGP_BALBcJ_G0008559	ENSMUSG00000105465
MGP_BALBcJ_G0012230	
MGP_BALBcJ_G0015521	ENSMUSG00000085179
MGP_BALBcJ_G0033860	ENSMUSG00000052837
MGP_BALBcJ_G0017057	ENSMUSG00000019791
MGP_BALBcJ_G0031348	ENSMUSG00000079853
MGP_BALBcJ_G0039982	
MGP_BALBcJ_G0003361	
MGP_BALBcJ_G0019632	
MGP_BALBcJ_G0039373	ENSMUSG00000089111
MGP_BALBcJ_G0035186	ENSMUSG00000035032
MGP_BALBcJ_G0010326	
MGP_BALBcJ_G0028665	ENSMUSG00000073768
MGP_BALBcJ_G0012942	
MGP_BALBcJ_G0026652	ENSMUSG00000009876
MGP_BALBcJ_G0003821	
MGP_BALBcJ_G0040241	
MGP_BALBcJ_G0033078	ENSMUSG00000040268
MGP_BALBcJ_G0034499	ENSMUSG00000032041
MGP_BALBcJ_G0015457	ENSMUSG00000074281
MGP_BALBcJ_G0010627	
MGP_BALBcJ_G0004498	
MGP_BALBcJ_G0038841	ENSMUSG00000064994
MGP_BALBcJ_G0035443	ENSMUSG00000057895
MGP_BALBcJ_G0034326	ENSMUSG00000031927
MGP_BALBcJ_G0017264	ENSMUSG00000037855
MGP_BALBcJ_G0000775	
MGP_BALBcJ_G0006118	ENSMUSG00000105577
MGP_BALBcJ_G0035930	ENSMUSG00000031312
MGP_BALBcJ_G0022277	ENSMUSG00000059213
MGP_BALBcJ_G0031416	ENSMUSG00000030222
MGP_BALBcJ_G0011765	
MGP_BALBcJ_G0006918	ENSMUSG00000097434
MGP_BALBcJ_G0022357	ENSMUSG00000075402
MGP_BALBcJ_G0001266	
MGP_BALBcJ_G0001205	
MGP_BALBcJ_G0022041	ENSMUSG00000022433
MGP_BALBcJ_G0030555	ENSMUSG00000029840
MGP_BALBcJ_G0012681	
MGP_BALBcJ_G0023191	ENSMUSG00000058030
MGP_BALBcJ_G0035468	ENSMUSG00000074829
MGP_BALBcJ_G0033953	
MGP_BALBcJ_G0021556	ENSMUSG00000034731
MGP_BALBcJ_G0022181	ENSMUSG00000035757
MGP_BALBcJ_G0008669	ENSMUSG00000088373
MGP_BALBcJ_G0010968	
MGP_BALBcJ_G0004634	
MGP_BALBcJ_G0026670	ENSMUSG00000079001
MGP_BALBcJ_G0028477	ENSMUSG00000046133
MGP_BALBcJ_G0000772	
MGP_BALBcJ_G0021553	ENSMUSG00000045655
MGP_BALBcJ_G0038433	ENSMUSG00000077220
MGP_BALBcJ_G0039871	
MGP_BALBcJ_G0029970	ENSMUSG00000032850
MGP_BALBcJ_G0002100	
MGP_BALBcJ_G0036180	ENSMUSG00000071708
MGP_BALBcJ_G0030871	ENSMUSG00000060780
MGP_BALBcJ_G0013968	
MGP_BALBcJ_G0033989	ENSMUSG00000031881
MGP_BALBcJ_G0036006	ENSMUSG00000025529
MGP_BALBcJ_G0024505	ENSMUSG00000053477
MGP_BALBcJ_G0036635	ENSMUSG00000084446
MGP_BALBcJ_G0003794	
MGP_BALBcJ_G0015527	ENSMUSG00000086549
MGP_BALBcJ_G0021479	ENSMUSG00000044186
MGP_BALBcJ_G0023256	ENSMUSG00000024121
MGP_BALBcJ_G0025774	ENSMUSG00000027086
MGP_BALBcJ_G0008997	ENSMUSG00000092850
MGP_BALBcJ_G0010580	
MGP_BALBcJ_G0017838	ENSMUSG00000047868
MGP_BALBcJ_G0030823	ENSMUSG00000036402
MGP_BALBcJ_G0015103	ENSMUSG00000086686
MGP_BALBcJ_G0001122	
MGP_BALBcJ_G0018632	ENSMUSG00000054406
MGP_BALBcJ_G0028025	ENSMUSG00000028214
MGP_BALBcJ_G0040675	
MGP_BALBcJ_G0017523	ENSMUSG00000020248
MGP_BALBcJ_G0016823	ENSMUSG00000050625
MGP_BALBcJ_G0004472	
MGP_BALBcJ_G0013879	
MGP_BALBcJ_G0012771	
MGP_BALBcJ_G0011914	
MGP_BALBcJ_G0024051	ENSMUSG00000045038
MGP_BALBcJ_G0035651	ENSMUSG00000037086
MGP_BALBcJ_G0001839	
MGP_BALBcJ_G0021668	ENSMUSG00000054263
MGP_BALBcJ_G0009232	ENSMUSG00000092794
MGP_BALBcJ_G0005227	ENSMUSG00000055045
MGP_BALBcJ_G0022656	ENSMUSG00000033306
MGP_BALBcJ_G0019123	ENSMUSG00000017802
MGP_BALBcJ_G0039872	
MGP_BALBcJ_G0011644	
MGP_BALBcJ_G0025578	ENSMUSG00000039195
MGP_BALBcJ_G0003404	
MGP_BALBcJ_G0006445	ENSMUSG00000107726
MGP_BALBcJ_G0037051	ENSMUSG00000108486
MGP_BALBcJ_G0026997	ENSMUSG00000090077
MGP_BALBcJ_G0028312	ENSMUSG00000038607
MGP_BALBcJ_G0014930	
MGP_BALBcJ_G0019741	ENSMUSG00000021066
MGP_BALBcJ_G0040551	
MGP_BALBcJ_G0033148	ENSMUSG00000025464
MGP_BALBcJ_G0012107	
MGP_BALBcJ_G0032488	ENSMUSG00000039361
MGP_BALBcJ_G0039326	ENSMUSG00000088472
MGP_BALBcJ_G0033783	ENSMUSG00000031684
MGP_BALBcJ_G0027219	ENSMUSG00000036353
MGP_BALBcJ_G0009632	ENSMUSG00000088334
MGP_BALBcJ_G0028090	ENSMUSG00000054679
MGP_BALBcJ_G0004219	
MGP_BALBcJ_G0011977	
MGP_BALBcJ_G0008427	ENSMUSG00000099069
MGP_BALBcJ_G0022535	ENSMUSG00000022768
MGP_BALBcJ_G0006327	ENSMUSG00000070342
MGP_BALBcJ_G0020199	ENSMUSG00000041236
MGP_BALBcJ_G0013833	
MGP_BALBcJ_G0023684	
MGP_BALBcJ_G0015790	
MGP_BALBcJ_G0023232	ENSMUSG00000023908
MGP_BALBcJ_G0018935	ENSMUSG00000014351
MGP_BALBcJ_G0039414	ENSMUSG00000088420
MGP_BALBcJ_G0035048	ENSMUSG00000033577
MGP_BALBcJ_G0025378	ENSMUSG00000026985
MGP_BALBcJ_G0008481	ENSMUSG00000080594
MGP_BALBcJ_G0022574	ENSMUSG00000013539
MGP_BALBcJ_G0010533	
MGP_BALBcJ_G0005552	ENSMUSG00000097452
MGP_BALBcJ_G0013443	
MGP_BALBcJ_G0004439	
MGP_BALBcJ_G0005400	ENSMUSG00000085188
MGP_BALBcJ_G0010226	
MGP_BALBcJ_G0008103	ENSMUSG00000098365
MGP_BALBcJ_G0031111	ENSMUSG00000033963
MGP_BALBcJ_G0004197	
MGP_BALBcJ_G0021224	ENSMUSG00000052382
MGP_BALBcJ_G0036466	
MGP_BALBcJ_G0034305	ENSMUSG00000040729
MGP_BALBcJ_G0027658	ENSMUSG00000048938
MGP_BALBcJ_G0019366	ENSMUSG00000020792
MGP_BALBcJ_G0014754	
MGP_BALBcJ_G0039386	ENSMUSG00000077575
MGP_BALBcJ_G0040699	
MGP_BALBcJ_G0010632	
MGP_BALBcJ_G0036118	ENSMUSG00000031278
MGP_BALBcJ_G0036919	ENSMUSG00000086637
MGP_BALBcJ_G0016664	ENSMUSG00000026675
MGP_BALBcJ_G0022696	ENSMUSG00000035790
MGP_BALBcJ_G0010077	
MGP_BALBcJ_G0023160	ENSMUSG00000091491
MGP_BALBcJ_G0020610	ENSMUSG00000021441
MGP_BALBcJ_G0034356	ENSMUSG00000095525
MGP_BALBcJ_G0003972	
MGP_BALBcJ_G0027778	ENSMUSG00000068696
MGP_BALBcJ_G0013279	
MGP_BALBcJ_G0010624	
MGP_BALBcJ_G0000488	
MGP_BALBcJ_G0030354	ENSMUSG00000029630
MGP_BALBcJ_G0008431	ENSMUSG00000098730
MGP_BALBcJ_G0019676	ENSMUSG00000044408
MGP_BALBcJ_G0007835	ENSMUSG00000065546
MGP_BALBcJ_G0026399	ENSMUSG00000049230
MGP_BALBcJ_G0006658	ENSMUSG00000104937
MGP_BALBcJ_G0030038	ENSMUSG00000029477
MGP_BALBcJ_G0023838	ENSMUSG00000040490
MGP_BALBcJ_G0006260	ENSMUSG00000105057
MGP_BALBcJ_G0030409	ENSMUSG00000029661
MGP_BALBcJ_G0008189	ENSMUSG00000098938
MGP_BALBcJ_G0025986	ENSMUSG00000059205
MGP_BALBcJ_G0035071	
MGP_BALBcJ_G0019615	
MGP_BALBcJ_G0004513	
MGP_BALBcJ_G0020518	ENSMUSG00000025872
MGP_BALBcJ_G0038468	ENSMUSG00000077576
MGP_BALBcJ_G0024220	ENSMUSG00000024360
MGP_BALBcJ_G0012040	
MGP_BALBcJ_G0019475	ENSMUSG00000025161
MGP_BALBcJ_G0004816	ENSMUSG00000044689
MGP_BALBcJ_G0028807	ENSMUSG00000078554
MGP_BALBcJ_G0001664	
MGP_BALBcJ_G0022306	ENSMUSG00000023020
MGP_BALBcJ_G0015263	ENSMUSG00000093606
MGP_BALBcJ_G0003933	
MGP_BALBcJ_G0023260	ENSMUSG00000035435
MGP_BALBcJ_G0020118	ENSMUSG00000011171
MGP_BALBcJ_G0026147	ENSMUSG00000040310
MGP_BALBcJ_G0031493	ENSMUSG00000068250
MGP_BALBcJ_G0007363	ENSMUSG00000101886
MGP_BALBcJ_G0033732	ENSMUSG00000043664
MGP_BALBcJ_G0011651	
MGP_BALBcJ_G0006704	ENSMUSG00000105618
MGP_BALBcJ_G0023490	ENSMUSG00000055240
MGP_BALBcJ_G0034972	ENSMUSG00000032218
MGP_BALBcJ_G0000715	
MGP_BALBcJ_G0033475	ENSMUSG00000031483
MGP_BALBcJ_G0017257	ENSMUSG00000042846
MGP_BALBcJ_G0014032	
MGP_BALBcJ_G0036463	
MGP_BALBcJ_G0020296	ENSMUSG00000058385
MGP_BALBcJ_G0000526	
MGP_BALBcJ_G0027815	ENSMUSG00000054091
MGP_BALBcJ_G0039379	ENSMUSG00000064966
MGP_BALBcJ_G0031397	ENSMUSG00000042770
MGP_BALBcJ_G0014885	
MGP_BALBcJ_G0000117	ENSMUSG00000094420
MGP_BALBcJ_G0032449	ENSMUSG00000030630
MGP_BALBcJ_G0001995	
MGP_BALBcJ_G0022301	ENSMUSG00000023015
MGP_BALBcJ_G0040569	
MGP_BALBcJ_G0040409	
MGP_BALBcJ_G0027553	ENSMUSG00000015714
MGP_BALBcJ_G0036352	
MGP_BALBcJ_G0022876	ENSMUSG00000049362
MGP_BALBcJ_G0012387	
MGP_BALBcJ_G0006314	ENSMUSG00000106524
MGP_BALBcJ_G0040280	
MGP_BALBcJ_G0007395	
MGP_BALBcJ_G0037705	ENSMUSG00000088754
MGP_BALBcJ_G0004432	
MGP_BALBcJ_G0003238	
MGP_BALBcJ_G0022518	ENSMUSG00000022672
MGP_BALBcJ_G0040224	
MGP_BALBcJ_G0016023	ENSMUSG00000025968
MGP_BALBcJ_G0001048	
MGP_BALBcJ_G0005701	
MGP_BALBcJ_G0028718	ENSMUSG00000054958
MGP_BALBcJ_G0039397	ENSMUSG00000077176
MGP_BALBcJ_G0009771	ENSMUSG00000088572
MGP_BALBcJ_G0005796	ENSMUSG00000087112
MGP_BALBcJ_G0008200	ENSMUSG00000088459
MGP_BALBcJ_G0011068	
MGP_BALBcJ_G0028773	ENSMUSG00000043872
MGP_BALBcJ_G0009284	ENSMUSG00000092907
MGP_BALBcJ_G0028163	ENSMUSG00000054885
MGP_BALBcJ_G0026246	ENSMUSG00000096566
MGP_BALBcJ_G0034324	ENSMUSG00000036912
MGP_BALBcJ_G0025710	ENSMUSG00000026960
MGP_BALBcJ_G0038040	ENSMUSG00000096147
MGP_BALBcJ_G0036544	ENSMUSG00000089482
MGP_BALBcJ_G0033272	ENSMUSG00000031077
MGP_BALBcJ_G0006670	ENSMUSG00000106319
MGP_BALBcJ_G0011645	
MGP_BALBcJ_G0012959	
MGP_BALBcJ_G0013327	
MGP_BALBcJ_G0022224	ENSMUSG00000033356
MGP_BALBcJ_G0003099	
MGP_BALBcJ_G0040484	
MGP_BALBcJ_G0032091	ENSMUSG00000068959
MGP_BALBcJ_G0010148	
MGP_BALBcJ_G0014849	
MGP_BALBcJ_G0029542	ENSMUSG00000029171
MGP_BALBcJ_G0012066	
MGP_BALBcJ_G0000751	
MGP_BALBcJ_G0009798	ENSMUSG00000065254
MGP_BALBcJ_G0037757	ENSMUSG00000087893
MGP_BALBcJ_G0006291	ENSMUSG00000104610
MGP_BALBcJ_G0020395	ENSMUSG00000021408
MGP_BALBcJ_G0004482	
MGP_BALBcJ_G0019763	ENSMUSG00000021090
MGP_BALBcJ_G0032735	ENSMUSG00000044465
MGP_BALBcJ_G0018594	ENSMUSG00000047260
MGP_BALBcJ_G0025896	ENSMUSG00000075222
MGP_BALBcJ_G0028788	ENSMUSG00000028794
MGP_BALBcJ_G0003516	
MGP_BALBcJ_G0001294	
MGP_BALBcJ_G0036557	ENSMUSG00000065894
MGP_BALBcJ_G0005516	
MGP_BALBcJ_G0029728	ENSMUSG00000029426
MGP_BALBcJ_G0020434	ENSMUSG00000021362
MGP_BALBcJ_G0032652	ENSMUSG00000078624
MGP_BALBcJ_G0033376	ENSMUSG00000047495
MGP_BALBcJ_G0015167	ENSMUSG00000087109
MGP_BALBcJ_G0037790	ENSMUSG00000089394
MGP_BALBcJ_G0026770	ENSMUSG00000044405
MGP_BALBcJ_G0012767	
MGP_BALBcJ_G0019526	ENSMUSG00000020605
MGP_BALBcJ_G0024143	ENSMUSG00000056632
MGP_BALBcJ_G0002992	
MGP_BALBcJ_G0001471	
MGP_BALBcJ_G0036141	ENSMUSG00000025265
MGP_BALBcJ_G0032926	
MGP_BALBcJ_G0040586	
MGP_BALBcJ_G0014414	
MGP_BALBcJ_G0031205	ENSMUSG00000030116
MGP_BALBcJ_G0010802	
MGP_BALBcJ_G0012452	
MGP_BALBcJ_G0037303	ENSMUSG00000088748
MGP_BALBcJ_G0007355	
MGP_BALBcJ_G0031786	ENSMUSG00000060508
MGP_BALBcJ_G0037270	ENSMUSG00000084442
MGP_BALBcJ_G0014197	
MGP_BALBcJ_G0016302	ENSMUSG00000026336
MGP_BALBcJ_G0005325	ENSMUSG00000097159
MGP_BALBcJ_G0010897	
MGP_BALBcJ_G0023744	ENSMUSG00000023961
MGP_BALBcJ_G0019092	ENSMUSG00000017165
MGP_BALBcJ_G0033717	ENSMUSG00000004677
MGP_BALBcJ_G0007504	ENSMUSG00000087586
MGP_BALBcJ_G0021250	ENSMUSG00000044286
MGP_BALBcJ_G0009045	ENSMUSG00000076944
MGP_BALBcJ_G0005116	ENSMUSG00000097869
MGP_BALBcJ_G0029895	ENSMUSG00000042190
MGP_BALBcJ_G0011204	
MGP_BALBcJ_G0013023	
MGP_BALBcJ_G0010128	
MGP_BALBcJ_G0039370	ENSMUSG00000087926
MGP_BALBcJ_G0019259	ENSMUSG00000040481
MGP_BALBcJ_G0005747	ENSMUSG00000097710
MGP_BALBcJ_G0030367	ENSMUSG00000053129
MGP_BALBcJ_G0034160	ENSMUSG00000031831
MGP_BALBcJ_G0030449	ENSMUSG00000029552
MGP_BALBcJ_G0007270	ENSMUSG00000000031
MGP_BALBcJ_G0027141	ENSMUSG00000051444
MGP_BALBcJ_G0011583	
MGP_BALBcJ_G0020204	ENSMUSG00000041138
MGP_BALBcJ_G0010955	
MGP_BALBcJ_G0037918	ENSMUSG00000084555
MGP_BALBcJ_G0036057	ENSMUSG00000043384
MGP_BALBcJ_G0020644	ENSMUSG00000074826
MGP_BALBcJ_G0035144	ENSMUSG00000032468
MGP_BALBcJ_G0032186	ENSMUSG00000046574
MGP_BALBcJ_G0034975	ENSMUSG00000042444
MGP_BALBcJ_G0022475	ENSMUSG00000038055
MGP_BALBcJ_G0017105	ENSMUSG00000045555
MGP_BALBcJ_G0036921	ENSMUSG00000087158
MGP_BALBcJ_G0000614	
MGP_BALBcJ_G0001265	
MGP_BALBcJ_G0004486	
MGP_BALBcJ_G0029456	ENSMUSG00000036596
MGP_BALBcJ_G0017001	
MGP_BALBcJ_G0039202	ENSMUSG00000088984
MGP_BALBcJ_G0038961	ENSMUSG00000065644
MGP_BALBcJ_G0008753	ENSMUSG00000089294
MGP_BALBcJ_G0027874	ENSMUSG00000028167
MGP_BALBcJ_G0008282	ENSMUSG00000093270
MGP_BALBcJ_G0033954	ENSMUSG00000031787
MGP_BALBcJ_G0028453	ENSMUSG00000061859
MGP_BALBcJ_G0014519	
MGP_BALBcJ_G0007081	ENSMUSG00000107526
MGP_BALBcJ_G0013985	
MGP_BALBcJ_G0019331	ENSMUSG00000045775
MGP_BALBcJ_G0010583	
MGP_BALBcJ_G0003322	
MGP_BALBcJ_G0004174	
MGP_BALBcJ_G0006574	ENSMUSG00000107355
MGP_BALBcJ_G0032452	ENSMUSG00000070459
MGP_BALBcJ_G0025862	ENSMUSG00000070866
MGP_BALBcJ_G0003019	
MGP_BALBcJ_G0001864	
MGP_BALBcJ_G0024712	ENSMUSG00000024792
MGP_BALBcJ_G0013475	
MGP_BALBcJ_G0026875	ENSMUSG00000006800
MGP_BALBcJ_G0012816	
MGP_BALBcJ_G0032218	ENSMUSG00000030824
MGP_BALBcJ_G0015214	
MGP_BALBcJ_G0011606	
MGP_BALBcJ_G0023747	ENSMUSG00000038954
MGP_BALBcJ_G0022008	ENSMUSG00000044986
MGP_BALBcJ_G0018829	ENSMUSG00000020521
MGP_BALBcJ_G0028299	ENSMUSG00000038729
MGP_BALBcJ_G0036752	ENSMUSG00000070219
MGP_BALBcJ_G0024276	ENSMUSG00000051663
MGP_BALBcJ_G0006560	ENSMUSG00000105858
MGP_BALBcJ_G0015093	ENSMUSG00000087253
MGP_BALBcJ_G0024531	ENSMUSG00000025880
MGP_BALBcJ_G0008404	ENSMUSG00000094077
MGP_BALBcJ_G0002461	ENSMUSG00000076484
MGP_BALBcJ_G0011414	
MGP_BALBcJ_G0018744	ENSMUSG00000017561
MGP_BALBcJ_G0028114	ENSMUSG00000046593
MGP_BALBcJ_G0007928	ENSMUSG00000093173
MGP_BALBcJ_G0024790	ENSMUSG00000071649
MGP_BALBcJ_G0018938	
MGP_BALBcJ_G0037836	ENSMUSG00000065937
MGP_BALBcJ_G0021579	ENSMUSG00000022070
MGP_BALBcJ_G0031534	ENSMUSG00000045282
MGP_BALBcJ_G0024510	ENSMUSG00000079608
MGP_BALBcJ_G0033639	ENSMUSG00000036356
MGP_BALBcJ_G0032748	ENSMUSG00000030890
MGP_BALBcJ_G0003430	
MGP_BALBcJ_G0039645	
MGP_BALBcJ_G0011899	
MGP_BALBcJ_G0007620	ENSMUSG00000098689
MGP_BALBcJ_G0035808	ENSMUSG00000031398
MGP_BALBcJ_G0039712	
MGP_BALBcJ_G0020522	ENSMUSG00000025869
MGP_BALBcJ_G0001473	
MGP_BALBcJ_G0027006	ENSMUSG00000046470
MGP_BALBcJ_G0021691	ENSMUSG00000022249
MGP_BALBcJ_G0021454	ENSMUSG00000034450
MGP_BALBcJ_G0002396	ENSMUSG00000095668
MGP_BALBcJ_G0023147	ENSMUSG00000023845
MGP_BALBcJ_G0022112	
MGP_BALBcJ_G0010354	
MGP_BALBcJ_G0007226	ENSMUSG00000087475
MGP_BALBcJ_G0000958	
MGP_BALBcJ_G0035663	ENSMUSG00000031104
MGP_BALBcJ_G0018873	ENSMUSG00000048616
MGP_BALBcJ_G0020095	ENSMUSG00000011148
MGP_BALBcJ_G0017506	ENSMUSG00000034771
MGP_BALBcJ_G0032222	ENSMUSG00000030826
MGP_BALBcJ_G0012140	
MGP_BALBcJ_G0026813	ENSMUSG00000040154
MGP_BALBcJ_G0020441	
MGP_BALBcJ_G0011904	
MGP_BALBcJ_G0020203	ENSMUSG00000021319
MGP_BALBcJ_G0027146	
MGP_BALBcJ_G0002350	
MGP_BALBcJ_G0000503	
MGP_BALBcJ_G0031427	
MGP_BALBcJ_G0033665	ENSMUSG00000011306
MGP_BALBcJ_G0038240	ENSMUSG00000064735
MGP_BALBcJ_G0013599	
MGP_BALBcJ_G0002203	
MGP_BALBcJ_G0002435	ENSMUSG00000076906
MGP_BALBcJ_G0009665	ENSMUSG00000088338
MGP_BALBcJ_G0011523	
MGP_BALBcJ_G0010315	
MGP_BALBcJ_G0016965	ENSMUSG00000019865
MGP_BALBcJ_G0011070	
MGP_BALBcJ_G0031867	ENSMUSG00000040583
MGP_BALBcJ_G0005224	ENSMUSG00000097051
MGP_BALBcJ_G0034514	ENSMUSG00000090738
MGP_BALBcJ_G0017146	ENSMUSG00000063804
MGP_BALBcJ_G0007905	ENSMUSG00000106138
MGP_BALBcJ_G0033404	ENSMUSG00000074454
MGP_BALBcJ_G0025206	ENSMUSG00000025068
MGP_BALBcJ_G0040259	
MGP_BALBcJ_G0022047	ENSMUSG00000022428
MGP_BALBcJ_G0001340	
MGP_BALBcJ_G0040080	
MGP_BALBcJ_G0001868	
MGP_BALBcJ_G0012042	
MGP_BALBcJ_G0012927	
MGP_BALBcJ_G0037073	ENSMUSG00000101648
MGP_BALBcJ_G0020575	ENSMUSG00000056222
MGP_BALBcJ_G0024500	ENSMUSG00000038121
MGP_BALBcJ_G0019064	ENSMUSG00000046474
MGP_BALBcJ_G0038753	ENSMUSG00000089041
MGP_BALBcJ_G0029908	ENSMUSG00000029591
MGP_BALBcJ_G0026752	
MGP_BALBcJ_G0019703	ENSMUSG00000045930
MGP_BALBcJ_G0038350	ENSMUSG00000077244
MGP_BALBcJ_G0016545	ENSMUSG00000045968
MGP_BALBcJ_G0016325	ENSMUSG00000026312
MGP_BALBcJ_G0013229	
MGP_BALBcJ_G0022425	
MGP_BALBcJ_G0034869	ENSMUSG00000032340
MGP_BALBcJ_G0030390	ENSMUSG00000056602
MGP_BALBcJ_G0026417	ENSMUSG00000027361
MGP_BALBcJ_G0024060	ENSMUSG00000024150
MGP_BALBcJ_G0016831	ENSMUSG00000026510
MGP_BALBcJ_G0037062	
MGP_BALBcJ_G0040376	
MGP_BALBcJ_G0012449	
MGP_BALBcJ_G0034280	ENSMUSG00000025893
MGP_BALBcJ_G0032562	ENSMUSG00000008318
MGP_BALBcJ_G0031201	ENSMUSG00000030114
MGP_BALBcJ_G0007777	ENSMUSG00000076450
MGP_BALBcJ_G0024029	ENSMUSG00000054640
MGP_BALBcJ_G0007109	
MGP_BALBcJ_G0002702	
MGP_BALBcJ_G0005879	ENSMUSG00000086644
MGP_BALBcJ_G0028572	ENSMUSG00000055210
MGP_BALBcJ_G0016460	ENSMUSG00000026426
MGP_BALBcJ_G0025531	ENSMUSG00000039660
MGP_BALBcJ_G0032262	ENSMUSG00000057465
MGP_BALBcJ_G0027990	ENSMUSG00000028173
MGP_BALBcJ_G0019939	ENSMUSG00000020963
MGP_BALBcJ_G0017357	ENSMUSG00000053329
MGP_BALBcJ_G0001588	
MGP_BALBcJ_G0027018	ENSMUSG00000025255
MGP_BALBcJ_G0029565	ENSMUSG00000029206
MGP_BALBcJ_G0013514	
MGP_BALBcJ_G0028434	ENSMUSG00000006386
MGP_BALBcJ_G0038453	ENSMUSG00000087802
MGP_BALBcJ_G0010781	
MGP_BALBcJ_G0026287	ENSMUSG00000040133
